,RP1,RP2,RP3,RP4,RP5,RP6,RP7,LP1,LP2,LP3,LP4,LP5,LP6,LP7,LP_sum,LP_mean,LP_std,LP_var,LP_min,LP_max,LP_sma,LP_quantile,LP_median,LP_mad,LP_skew,LP_kurt,RAX,RAY,RAZ,RA_sum,RA_mean,RA_std,RA_var,RA_min,RA_max,RA_sma,RA_quantile,RA_median,RA_mad,RA_skew,LAX,LAY,LAZ,LA_sum,LA_mean,LA_std,LA_var,LA_min,LA_max,LA_sma,LA_quantile,LA_median,LA_mad,LA_skew,label
205,28,35,33,28,26,23,52,35,4,1,8,8,6,6,68,9.714285714285714,11.412190641506793,130.23809523809524,1,35,9.714285714285726,6.0,6.0,7.224489795918368,2.3871711203699504,6.0458074188944835,4,20,120,144,48.0,62.864934582006846,3952.0,4,120,129.6,20.0,20.0,48.0,1.6066834278056383,156,40,136,332,110.66666666666667,62.01075175591192,3845.3333333333335,40,156,115.7333333333333,136.0,136.0,47.11111111111111,-1.5315674301990272,5
206,28,35,33,28,26,23,52,34,4,1,8,8,6,6,67,9.571428571428571,11.043205193800437,121.95238095238096,1,34,9.657142857142869,6.0,6.0,6.979591836734692,2.3695224129832924,5.984450291451642,0,252,40,292,97.33333333333333,135.43017881304496,18341.333333333336,0,252,121.86666666666667,40.0,40.0,103.1111111111111,1.5636216421521616,204,68,136,408,136.0,68.0,4624.0,68,204,115.19999999999997,136.0,136.0,45.333333333333336,0.0,5
207,28,34,33,28,26,24,52,35,4,1,8,8,6,6,68,9.714285714285714,11.412190641506793,130.23809523809524,1,35,9.657142857142869,6.0,6.0,7.224489795918368,2.3871711203699504,6.0458074188944835,220,28,228,476,158.66666666666666,113.2313266429981,12821.333333333332,28,228,108.53333333333333,220.0,220.0,87.11111111111113,-1.7223292917031288,232,4,204,440,146.66666666666666,124.34360994169879,15461.333333333334,4,232,126.1333333333333,204.0,204.0,95.11111111111113,-1.6337684908062222,5
208,27,34,33,28,26,24,52,35,4,1,8,8,6,6,68,9.714285714285714,11.412190641506793,130.23809523809524,1,35,9.6857142857143,6.0,6.0,7.224489795918368,2.3871711203699504,6.0458074188944835,236,24,16,276,92.0,124.77179168385777,15568.0,16,236,101.06666666666665,24.0,24.0,96.0,1.7240437262536434,4,52,104,160,53.333333333333336,50.01333155602947,2501.3333333333335,4,104,109.86666666666665,52.0,52.0,33.77777777777778,0.11988274768216411,5
209,27,33,32,28,25,24,51,35,4,1,8,8,6,6,68,9.714285714285714,11.412190641506793,130.23809523809524,1,35,9.6857142857143,6.0,6.0,7.224489795918368,2.3871711203699504,6.0458074188944835,36,72,112,220,73.33333333333333,38.01753981168868,1445.3333333333335,36,112,93.86666666666666,72.0,72.0,25.777777777777775,0.1576277674958032,72,140,196,408,136.0,62.0966987850401,3856.0,72,196,116.53333333333333,140.0,140.0,42.666666666666664,-0.28866769979788276,5
210,27,33,32,28,26,24,51,34,4,1,8,8,6,6,67,9.571428571428571,11.043205193800437,121.95238095238096,1,34,9.657142857142869,6.0,6.0,6.979591836734692,2.3695224129832924,5.984450291451642,120,192,112,424,141.33333333333334,44.06056437828882,1941.3333333333335,112,192,112.53333333333333,120.0,120.0,33.77777777777778,1.6680336834432468,152,32,40,224,74.66666666666667,67.09197666884866,4501.333333333333,32,152,109.33333333333333,40.0,40.0,51.555555555555564,1.704387269209313,5
211,26,33,32,28,25,24,51,35,4,1,8,8,6,6,68,9.714285714285714,11.412190641506793,130.23809523809524,1,35,9.6857142857143,6.0,6.0,7.224489795918368,2.3871711203699504,6.0458074188944835,112,188,100,400,133.33333333333334,47.72141378179542,2277.3333333333335,100,188,119.73333333333332,112.0,112.0,36.44444444444445,1.6096544968602993,172,108,224,504,168.0,58.1033561853358,3376.0,108,224,115.73333333333332,172.0,172.0,40.0,-0.30832456366176825,5
212,26,33,32,28,26,24,51,35,4,1,8,8,5,5,66,9.428571428571429,11.530497862294624,132.9523809523809,1,35,9.628571428571442,5.0,5.0,7.306122448979593,2.4022439532715945,6.065150635052261,112,188,100,400,133.33333333333334,47.72141378179542,2277.3333333333335,100,188,114.66666666666667,112.0,112.0,36.44444444444445,1.6096544968602993,236,108,224,568,189.33333333333334,70.691819422995,4997.333333333333,108,236,124.26666666666668,224.0,224.0,54.22222222222222,-1.676071234934173,5
213,25,33,32,28,26,24,50,35,4,1,8,8,5,5,66,9.428571428571429,11.530497862294624,132.9523809523809,1,35,9.571428571428585,5.0,5.0,7.306122448979593,2.4022439532715945,6.065150635052261,88,200,40,328,109.33333333333333,82.10562303115015,6741.333333333334,40,200,118.13333333333335,88.0,88.0,60.444444444444436,1.0902905798280036,236,44,160,440,146.66666666666666,96.69195071635143,9349.333333333332,44,236,142.93333333333334,160.0,160.0,68.44444444444444,-0.608728009435121,5
214,25,32,31,28,26,24,49,35,4,1,8,8,5,5,66,9.428571428571429,11.530497862294624,132.9523809523809,1,35,9.514285714285728,5.0,5.0,7.306122448979593,2.4022439532715945,6.065150635052261,0,208,188,396,132.0,114.75190630224841,13168.0,0,208,129.86666666666667,188.0,188.0,88.0,-1.673047754800516,36,132,240,408,136.0,102.05880657738459,10416.0,36,240,142.93333333333334,132.0,132.0,69.33333333333333,0.17609798539812907,5
215,25,32,31,27,26,24,49,35,4,1,8,8,5,6,67,9.571428571428571,11.472534489773723,131.61904761904762,1,35,9.514285714285728,6.0,6.0,7.265306122448978,2.3937305500979984,6.05091689512253,28,104,44,176,58.666666666666664,40.06661120351125,1605.3333333333333,28,104,113.33333333333333,44.0,44.0,30.222222222222218,1.4265280856693245,48,200,92,340,113.33333333333333,78.2133833389998,6117.333333333333,48,200,150.66666666666669,92.0,92.0,57.77777777777777,1.136095721151412,5
216,24,32,31,27,26,24,49,35,3,1,8,8,5,5,65,9.285714285714286,11.614850920470822,134.9047619047619,1,35,9.428571428571441,5.0,5.0,7.346938775510203,2.386205861265988,5.989474885585883,4,104,28,136,45.333333333333336,52.20472520120505,2725.3333333333335,4,104,95.73333333333332,28.0,28.0,39.111111111111114,1.3294040702410492,140,140,152,432,144.0,6.928203230275509,48.0,140,152,145.86666666666667,140.0,140.0,5.333333333333333,1.7320508075688774,5
217,24,32,31,27,26,25,49,36,3,1,8,9,6,6,69,9.857142857142858,11.85226520443204,140.47619047619048,1,36,9.514285714285728,6.0,6.0,7.469387755102043,2.3443534063593576,5.85480144785981,76,168,80,324,108.0,52.0,2704.0,76,168,90.66666666666666,80.0,80.0,40.0,1.7205279927173422,116,220,8,344,114.66666666666667,106.0062891216051,11237.333333333332,8,220,130.93333333333334,116.0,116.0,71.1111111111111,-0.056591461061543204,5
218,23,32,31,27,27,25,49,36,3,1,8,8,5,5,66,9.428571428571429,11.984116472191332,143.6190476190476,1,36,9.514285714285728,5.0,5.0,7.591836734693879,2.4018030974958737,6.048681215656201,44,176,188,408,136.0,79.89993742175271,6384.0,44,188,95.99999999999999,176.0,176.0,61.333333333333336,-1.6882017983707434,68,112,228,408,136.0,82.6559132790873,6832.0,68,228,128.8,112.0,112.0,61.333333333333336,1.1964614467354682,5
219,23,32,31,27,27,25,49,36,3,1,8,9,5,5,67,9.571428571428571,11.970201096293842,143.2857142857143,1,36,9.542857142857155,5.0,5.0,7.5510204081632635,2.360447804344929,5.874159575113142,92,192,248,532,177.33333333333334,79.02742140126637,6245.333333333333,92,248,105.06666666666665,192.0,192.0,56.888888888888886,-0.8063875571446018,136,120,12,268,89.33333333333333,67.44874597302261,4549.333333333333,12,136,119.46666666666667,120.0,120.0,51.555555555555564,-1.623046486581611,5
